# Program:featureCounts v1.6.2; Command:"featureCounts" "-p" "-t" "exon" "-T" "2" "-g" "gene_id" "-a" "ref-data/gencode.v35.annotation.gtf" "-o" "output/COAD/counts/expression/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6.txt" "data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam" 
Geneid	Chr	Start	End	Strand	Length	data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam
ENSG00000243498.2	chr8	123236852	123237062	+	211	6
ENSG00000173334.4	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125430358;125432209;125432859;125433317;125433317;125433317;125433546;125436006;125436006;125436006	125431262;125432324;125433086;125433581;125433609;125433609;125433768;125437191;125436928;125438403	+;+;+;+;+;+;+;+;+;+	4099	7855
ENSG00000253627.1	chr8;chr8	134211865;134320364	134212206;134320447	-;-	426	0
ENSG00000271048.1	chr8	134673131	134673512	+	382	0
ENSG00000254083.6	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	135234131;135234236;135234237;135234413;135246526;135288096;135288096;135288096;135291176;135291176;135291176;135291176;135291176;135293758;135293758;135293758;135293794;135296497;135296497;135296497;135296497;135296497;135299427;135299427;135299427	135234514;135234514;135234514;135234589;135246551;135288112;135288112;135288112;135291352;135291352;135291352;135291352;135291352;135293870;135293870;135293870;135293870;135296752;135296549;135296752;135296555;135296752;135299715;135299715;135299719	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1341	0
ENSG00000254076.1	chr8	137696724	137698467	+	1744	0
ENSG00000254361.2	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	137852204;137852274;137852404;137857057;137857057;137857057;137928681;137928681;137928681;137935590;137940710;138017803;138019592	137852440;137852440;137852440;137857119;137857119;137857119;137929129;137928912;137928912;137935715;137942538;138017924;138019873	+;+;+;+;+;+;+;+;+;+;+;+;+	3108	0
ENSG00000253266.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8	141055290;141057242;141058453;141058921;141059332;141059978;141059978	141055437;141057423;141058508;141058979;141059399;141060596;141060468	+;+;+;+;+;+;+	1132	0
ENSG00000160886.13	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	142700111;142700113;142700114;142700472;142701599;142701600;142701600;142701600;142701600;142702500;142702844;142703091;142703123	142700630;142700630;142700630;142700630;142701713;142704164;142701713;142701713;142701713;142702722;142703460;142705127;142703454	+;+;+;+;+;+;+;+;+;+;+;+;+	4049	2
ENSG00000243328.1	chr8;chr8	143065915;143066467	143066137;143066587	-;-	344	1
ENSG00000182759.4	chr8;chr8;chr8	143419182;143428064;143429510	143419338;143430732;143429898	-;-;-	2826	0
ENSG00000183309.12	chr8;chr8;chr8;chr8;chr8	143636019;143636162;143649660;143649898;143649898	143636145;143636415;143656418;143652376;143653730	+;+;+;+;+	7140	1825
ENSG00000261150.3	chr8;chr8;chr8	143857324;143857737;143878438	143873298;143873266;143878467	-;-;-	16005	1240
ENSG00000261236.8	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	144262045;144262396;144262588;144262616;144262853;144262853;144263221;144263478;144263692;144263831;144263981;144264225;144264342;144264515;144264515;144264544;144264714;144264714;144264714;144264917;144264917;144264917;144264934;144265583;144276224;144276224;144281684;144289095;144289095;144291272;144291272;144291272	144262317;144262503;144262672;144262788;144263557;144263141;144263401;144263610;144263761;144263911;144264142;144264437;144264437;144264616;144264616;144264616;144264831;144264831;144264831;144265459;144265071;144265071;144265071;144266086;144276304;144276304;144281933;144289304;144289304;144291367;144291370;144291438	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3841	6108
ENSG00000254618.1	chr8	144994886	144995540	+	655	0
ENSG00000107036.12	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	5629025;5629107;5629119;5656583;5656583;5656583;5656654;5689959;5689959;5689959;5689959;5712845;5713896;5713896;5713896;5713896;5720182;5720182;5720182;5720182;5720182;5720614;5720614;5720614;5720614;5720614;5732388;5732388;5732388;5732388;5732388;5738450;5738450;5738450;5738450;5738450;5742869;5742869;5742869;5742869;5742869;5743689;5743689;5743689;5743689;5743689;5745931;5745931;5745931;5745931;5745931;5747302;5747302;5747302;5747302;5747302;5748585;5753200;5753200;5753200;5753200;5753536;5753536;5754841;5754841;5754841;5754841;5754841;5756212;5756212;5756212;5756212;5756212;5757313;5757313;5757313;5757313;5757313;5762541;5762541;5762541;5762541;5762541;5763140;5763140;5763140;5763140;5763140;5763397;5765414;5765414;5765414;5765414;5765414;5765662;5765662;5765662;5765662;5765662;5768970;5768970;5768970;5768970;5768970;5768970;5770087;5770087;5770087;5770087;5770206;5772564;5772564;5772564;5772564;5772564;5772892;5772892;5772892;5772892;5772892;5773958;5773958;5773958;5773958	5629453;5629453;5629453;5656690;5656690;5656690;5656690;5690038;5690038;5690038;5690038;5714003;5714003;5714003;5714003;5714003;5720324;5720324;5720324;5720324;5720324;5720750;5720750;5720750;5720750;5720750;5732479;5732479;5732479;5732479;5732479;5738538;5738538;5738538;5738538;5738538;5743013;5743013;5743013;5743013;5743013;5743737;5743737;5743737;5743737;5743737;5746083;5746083;5746083;5746083;5746083;5747505;5747505;5747505;5747505;5747505;5748714;5753238;5753238;5753238;5753238;5753646;5753646;5754930;5754930;5754930;5754930;5754930;5756372;5756372;5756372;5756372;5756372;5757451;5757451;5757451;5757451;5757451;5762660;5762660;5762660;5762660;5762660;5763868;5763868;5763868;5763868;5763868;5763868;5765572;5765572;5765572;5765572;5765572;5765798;5765798;5765798;5765798;5765798;5769256;5769106;5769256;5769256;5769256;5769674;5770278;5770278;5770278;5770278;5770278;5772741;5772741;5772741;5772741;5772741;5773204;5773080;5773080;5773080;5773080;5775238;5774298;5776552;5776557	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8591	696
ENSG00000178445.10	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	6532467;6532467;6532467;6532467;6532469;6532482;6532503;6532507;6532509;6532557;6532653;6532899;6532921;6534067;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6534708;6535947;6536064;6536064;6536064;6536064;6536064;6536064;6536064;6536064;6536064;6536064;6536064;6540051;6540051;6540051;6540051;6540051;6540051;6540051;6540051;6540051;6540051;6540051;6550803;6550803;6550803;6550803;6550803;6550803;6550803;6550803;6550803;6550803;6553368;6553368;6553368;6553368;6553368;6553368;6553368;6553368;6553368;6553368;6554669;6554669;6554669;6554669;6554669;6554669;6554669;6554669;6554669;6554669;6556153;6556153;6556153;6556153;6556153;6556153;6556153;6556153;6556153;6557666;6557920;6558472;6558559;6558559;6558559;6558559;6558559;6558559;6558559;6558559;6558559;6558559;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6565354;6566429;6567178;6585039;6587141;6587141;6587141;6587141;6587141;6588401;6588401;6588401;6588401;6588401;6588618;6588618;6588618;6588618;6588618;6589195;6589195;6589195;6589195;6589195;6589207;6591848;6592143;6592143;6592143;6592143;6592143;6592143;6592851;6592851;6592851;6592851;6592851;6592851;6592851;6592851;6595014;6595014;6595014;6595014;6595014;6595014;6595014;6595028;6602109;6602109;6602109;6602109;6602109;6602109;6602109;6602109;6604588;6604588;6604588;6604588;6604588;6604588;6604588;6605131;6605131;6605131;6605131;6605131;6605131;6605131;6605276;6605869;6606592;6606592;6606592;6606592;6606592;6610192;6610192;6610192;6610192;6610192;6610256;6620184;6620184;6620184;6620184;6620184;6622785;6622919;6644531;6644614;6644614;6644614;6645245	6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6533160;6534179;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534788;6534778;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6536236;6540146;6540179;6540146;6540146;6541816;6540146;6540146;6540146;6540146;6540146;6540146;6550914;6550914;6550914;6550914;6550914;6550914;6550914;6550914;6550914;6550914;6553509;6553509;6553509;6553509;6553509;6553509;6553509;6553509;6553509;6553509;6554781;6554781;6554781;6554781;6554781;6554781;6554781;6554781;6554781;6554929;6556302;6556302;6556302;6556302;6556302;6556302;6556302;6556302;6556302;6558684;6558093;6558684;6558684;6558684;6558684;6558684;6558684;6558684;6558684;6558684;6558684;6558684;6565560;6565439;6565429;6565429;6565429;6565861;6565429;6565498;6565429;6565429;6565429;6565429;6566517;6567462;6585075;6587283;6587283;6587283;6587283;6587283;6588442;6588442;6588442;6588442;6588442;6588702;6588702;6588702;6588702;6588702;6589292;6589292;6589292;6589292;6589292;6589292;6592223;6592223;6592223;6592223;6592223;6592223;6592223;6592990;6593094;6592990;6592990;6592990;6592990;6592990;6592990;6595119;6595119;6595119;6595119;6595119;6595119;6595119;6595119;6602205;6602205;6602205;6602205;6602205;6602205;6602205;6602205;6604784;6604797;6604784;6604784;6604784;6604784;6604784;6605370;6605272;6605278;6605278;6605278;6605278;6605278;6605278;6606149;6606669;6606669;6606669;6606669;6606669;6610356;6610356;6610356;6610356;6610356;6610356;6620319;6620319;6620319;6620319;6620319;6623002;6623082;6644564;6644830;6644791;6644692;6645729	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8882	32
ENSG00000215236.3	chr9	15361393	15362134	+	742	2
ENSG00000173068.18	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	16409503;16418294;16418543;16418543;16418568;16418810;16421262;16421262;16429300;16431403;16435038;16435038;16435038;16435555;16435555;16435555;16435555;16435555;16435555;16437076;16437225;16552530;16552530;16552530;16552530;16552530;16552530;16552530;16552580;16552600;16579791;16579837;16582983;16582983;16582983;16582983;16582983;16582983;16582983;16582983;16582983;16582983;16582983;16583060;16583060;16704753;16727797;16727797;16727797;16727797;16727797;16727797;16727797;16727797;16727797;16727797;16727797;16728140;16738360;16738360;16738360;16738360;16867359;16867359;16867949;16870646;16870646;16870646;16870646;16870646	16419649;16419649;16419643;16419649;16419643;16419649;16421295;16421295;16429999;16431487;16435099;16435099;16435099;16437524;16437524;16437524;16437524;16436372;16437524;16437524;16437524;16552765;16552765;16552765;16552765;16552765;16552765;16552765;16552765;16552765;16580148;16580148;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16583085;16705082;16727997;16727997;16727997;16727997;16727997;16727997;16728165;16727997;16727997;16727997;16727997;16728214;16738485;16738485;16738485;16738485;16867692;16867692;16868170;16870843;16870731;16870747;16870760;16870670	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15323	138
ENSG00000231756.1	chr9;chr9	16473188;16475993	16473356;16476237	+;+	414	0
ENSG00000226470.1	chr9	17096301	17096446	-	146	0
ENSG00000252960.1	chr9	18651147	18651450	+	304	0
ENSG00000137145.20	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	19230435;19230435;19230797;19276158;19276158;19276158;19286769;19286769;19288596;19288596;19290704;19290704;19290758;19290758;19296008;19296008;19296008;19296008;19298056;19298056;19298056;19298056;19299229;19299229;19299229;19299229;19300187;19300187;19300187;19300187;19305352;19305352;19305352;19305352;19316417;19316417;19316417;19316417;19316621;19316621;19316621;19316621;19324362;19324362;19324362;19325939;19325939;19325939;19325939;19326064;19326064;19326064;19326064;19328030;19328030;19328030;19328030;19331978;19331978;19331978;19334977;19334977;19334977;19334977;19336270;19336270;19336270;19336270;19336404;19336686;19336686;19337601;19337601;19340992;19340992;19340992;19340992;19340992;19342633;19342633;19342633;19342633;19342669;19345921;19345921;19345921;19345921;19345921;19346556;19346728;19350702;19350702;19350702;19350702;19350702;19350702;19350702;19352073;19352073;19352073;19352073;19352073;19352073;19352073;19352490;19352490;19352490;19352490;19352490;19352490;19352490;19356972;19356972;19356972;19356972;19356972;19356972;19356972;19357965;19357965;19357965;19357965;19357965;19357965;19360244;19360244;19360244;19360244;19360244;19360244;19361846;19361846;19361846;19361846;19361846;19361846;19369837;19369837;19369837;19369837;19369837;19369837;19371756;19371756;19371756;19371756;19371756;19372037;19372037;19372037;19372037;19372037;19372037	19230833;19230833;19230833;19276671;19276479;19276479;19287021;19287021;19288665;19288665;19290876;19290876;19290876;19290876;19296246;19296246;19296246;19296246;19298122;19298122;19298122;19298122;19299287;19299287;19299287;19299287;19300331;19300331;19300331;19300331;19305527;19305527;19305527;19305527;19316517;19316517;19316517;19316517;19316839;19316839;19316839;19316839;19324507;19324507;19324507;19325974;19325974;19325974;19325974;19326194;19326194;19326194;19326194;19328162;19328162;19328162;19328162;19332188;19332184;19332184;19335105;19335105;19335105;19335105;19336414;19336832;19336414;19336414;19336832;19336832;19336832;19337672;19337672;19341044;19341114;19341114;19341114;19341114;19342779;19342779;19342779;19342779;19342779;19347086;19347086;19347086;19347086;19347086;19347086;19347086;19350879;19350879;19350879;19350879;19350879;19350879;19350879;19352182;19352182;19352182;19352182;19352182;19352182;19352182;19352665;19352665;19352665;19352665;19352665;19352665;19352665;19357695;19357154;19357154;19357154;19357154;19357154;19357154;19358160;19358160;19358160;19358160;19358160;19358160;19360489;19360489;19360489;19360489;19360489;19360489;19361963;19361963;19361963;19361963;19361963;19361963;19369987;19369987;19369987;19369987;19369987;19369987;19371820;19371820;19371820;19371820;19371820;19373545;19372880;19372594;19372594;19372858;19372598	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8745	2007
ENSG00000231909.7	chr9;chr9;chr9;chr9;chr9	19460926;19461160;19463740;19463998;19464354	19461304;19461357;19463828;19464055;19464524	-;-;-;-;-	750	0
ENSG00000137080.4	chr9	21165637	21166660	-	1024	0
ENSG00000099810.21	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	21802636;21802642;21802647;21802649;21802657;21802662;21802961;21803278;21808807;21813766;21815433;21815433;21815433;21815433;21815433;21815433;21815433;21815433;21816714;21816714;21816714;21816714;21816714;21816714;21816714;21818035;21818035;21818035;21818035;21818035;21818035;21818035;21837908;21837908;21837908;21837908;21837908;21837908;21854631;21854631;21854631;21854631;21854631;21854724;21856118;21859220;21859286;21859303;21859303;21859303;21859303;21859303;21859323;21861767;21861976;21861976;21861976;21861976;21861976;21861976;21861976;21930390;21931008;21931008	21802781;21802950;21802781;21802781;21802781;21802781;21803381;21803381;21809000;21813886;21815519;21815519;21815519;21815544;21815607;21815519;21815519;21815519;21816772;21816772;21816772;21816772;21816772;21816772;21816772;21818202;21818045;21818202;21818202;21818202;21818202;21818202;21837927;21838010;21838010;21838010;21838010;21838010;21854870;21854870;21854870;21854870;21854870;21854870;21856223;21859425;21859425;21859425;21859425;21859425;21859425;21859425;21859425;21861817;21862220;21862357;21862092;21862367;21863286;21862320;21867081;21932739;21931199;21937651	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14527	1829
ENSG00000287038.1	chr9;chr9	29214322;29228725	29215827;29229229	+;+	2011	0
ENSG00000225347.1	chr9	32333457	32334354	-	898	3
ENSG00000107201.10	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	32455302;32455705;32459371;32459371;32466290;32466290;32467762;32467762;32472975;32472975;32476983;32476983;32480219;32480219;32481340;32481340;32485175;32485175;32487471;32487471;32487945;32487945;32488734;32488734;32489344;32489344;32491301;32491301;32492391;32493761;32493761;32500805;32500805;32526061;32526061	32457418;32457418;32459514;32459514;32466441;32466441;32467932;32467932;32473065;32473065;32477131;32477131;32480354;32480354;32481497;32481497;32485279;32485279;32487633;32487633;32488203;32488203;32488887;32488887;32489451;32489451;32491420;32491420;32492538;32493942;32493942;32500939;32500939;32526208;32526196	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4640	2092
ENSG00000230516.1	chr9;chr9	32643103;32644829	32643743;32645026	-;-	839	0
ENSG00000236184.1	chr9	32979560	32980403	-	844	2
ENSG00000204982.3	chr9	33613848	33614009	-	162	0
ENSG00000168913.7	chr9;chr9	34521043;34522777	34521856;34522990	-;-	1028	14
ENSG00000164967.10	chr9;chr9;chr9;chr9	34610486;34610495;34611860;34612064	34611332;34611332;34612104;34612097	-;-;-;-	1092	2650
ENSG00000235387.5	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	35909490;35909492;35910076;35910157;35910157;35912506;35915461;35927480;35930012;35930057;35930057;35935707;35935707;35935707;35937017;35937017;35937017	35909564;35909564;35911613;35911686;35911021;35912712;35916012;35927577;35930134;35930134;35930134;35935805;35935805;35935805;35937151;35937152;35937153	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2902	28
ENSG00000287514.2	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	36779475;36779641;36779781;36781470;36781470;36781470;36793994;36828145;36828145	36779877;36779877;36779877;36781893;36781893;36781897;36796516;36830456;36830237	+;+;+;+;+;+;+;+;+	5666	5
ENSG00000176007.10	chr9	38527097	38527912	+	816	1
ENSG00000276562.1	chr9	41578903	41579186	+	284	0
ENSG00000229311.1	chr9;chr9;chr9	42579414;42583266;42583636	42580042;42583351;42586534	-;-;-	3614	0
ENSG00000237451.3	chr9	62844818	62845184	+	367	0
ENSG00000170161.7	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	62897368;62897371;62897372;62897438;62897449;62897850;62897850;62897850;62897878;62898106;62898704;62898704;62898704;62898704	62897734;62897734;62897734;62897979;62897734;62900104;62897979;62898902;62897979;62898160;62899765;62898904;62898904;62899777	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2737	54
ENSG00000228656.1	chr9	63761546	63762824	-	1279	0
ENSG00000278720.1	chr9	66042646	66043342	+	697	0
ENSG00000276203.5	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	66106815;66109394;66112919;66112919;66113043;66113048;66113053;66113065;66114527;66114527;66114527;66114527;66114527;66118749;66118749;66118749;66118749;66118749;66124795;66124795;66124795;66124959;66124959;66124959;66127696;66127696;66127696;66127696;66131728;66131728;66131728;66131728;66134400;66134484;66134484;66134484;66141062;66141062;66141062;66141062;66143715;66143715;66143715;66143715;66144899;66144899;66144899;66144899;66148826;66148826;66148889;66148889;66148889;66148889;66149225;66149225;66149225;66149225;66149225;66151584;66152652;66152652;66152652;66152652;66158325;66159954;66162051;66162051;66162051;66162813;66162813;66162813;66164295;66164295;66164566;66164566;66171255;66171278;66179286;66179286	66111748;66111748;66113099;66113551;66113099;66113099;66113099;66113099;66114690;66114690;66114690;66114690;66114690;66118819;66118819;66118819;66118928;66118819;66124867;66124867;66124867;66124987;66124987;66124987;66127777;66127777;66127777;66127780;66131797;66131797;66131823;66131797;66134514;66134514;66134514;66134514;66141117;66141117;66141117;66141117;66143852;66143852;66143852;66143852;66145005;66145005;66145005;66145005;66149062;66149062;66149062;66149062;66149062;66149062;66149339;66149339;66149339;66149339;66149339;66151809;66153094;66153135;66153118;66152966;66158440;66160229;66162202;66162202;66162202;66162887;66162887;66162887;66164440;66164440;66164904;66164989;66171430;66171430;66179474;66179474	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9226	0
ENSG00000274355.1	chr9	66976520	66976991	-	472	0
